ID,Gender,Birth Date,Jobcat,Job Time,Prev Exp,Minority
44193,m,49379,3,77,220,1
84399,f,44970,1,85,261,0
59995,m,40247,2,81,156,0
56671,f,48524,2,96,208,1
22961,m,47187,1,63,452,1
97080,f,41726,2,71,56,1
17887,m,47565,1,72,184,0
27583,m,44669,2,97,167,1
54564,m,41727,2,85,183,0
43665,f,41268,1,61,118,0
26307,m,42984,3,88,346,0
83827,m,49546,1,82,140,0
29638,m,41167,2,83,0,0
98909,m,41846,3,86,133,1
68209,f,47169,3,89,208,1
48159,f,45856,3,87,345,0
70322,m,44928,3,75,259,1
16679,m,47720,3,65,218,0
73467,f,41278,3,77,452,1
40462,m,49158,3,68,18,1
46431,m,41876,1,79,130,1
37136,f,43940,2,66,220,0
7067,m,41513,2,98,77,0
67769,m,41706,1,80,272,0
52472,m,47824,2,83,48,0
69676,f,45647,3,61,464,0
26479,m,44234,2,73,342,1
66682,m,48461,3,81,338,1
87562,f,49922,1,76,271,0
66586,f,40182,1,63,433,1
77044,m,42287,1,62,211,0
55417,f,47011,1,97,35,0
28488,f,45932,1,60,39,1
71464,f,47515,2,73,312,1
31207,f,42582,2,94,279,1
71185,f,41377,3,99,344,1
13858,f,42984,3,82,358,1
16206,f,48246,2,92,334,0
6485,m,43940,2,79,87,0
26701,f,44535,1,93,221,0
61683,f,42266,1,61,275,0
8333,f,42423,3,82,4,0
38823,m,47958,1,98,233,1
75117,f,44492,2,72,272,1
75585,m,46845,2,72,372,0
55082,f,48995,3,90,9,1
11071,m,46864,3,83,144,0
66586,f,47018,3,69,244,0
68770,f,40518,3,95,227,0
5044,f,45678,2,91,336,1
35337,m,42682,2,97,21,0
36270,m,49305,1,88,446,0
61044,f,43096,3,88,338,0
2130,f,43560,1,81,51,1
49821,f,42509,1,94,190,1
11956,m,40204,1,90,87,1
57484,f,49547,1,69,327,1
45045,m,42837,1,99,403,1
96577,f,45831,2,97,49,0
22582,m,48872,1,81,121,0
75117,m,47418,2,61,383,1
17402,f,44891,1,75,342,0
22961,f,46545,3,91,469,1
67086,f,47887,2,72,333,0
79359,m,41927,3,96,18,0
39271,f,43560,1,96,279,0
20960,m,47535,1,76,271,1
55309,f,45274,2,90,70,1
95235,m,41218,1,69,439,1
61138,f,46175,3,84,455,0
86632,m,43439,2,86,388,1
23647,f,40856,1,86,136,1
7194,f,48062,1,81,283,1
34173,f,40044,1,97,307,0
71223,m,40002,2,91,218,1
38654,f,47599,2,66,411,1
39979,m,47824,3,91,187,0
35173,m,48829,1,70,264,0
31833,f,40641,2,64,18,1
37246,m,49828,1,99,415,1
98034,f,45627,2,84,35,0
98189,f,41249,3,96,472,0
88751,f,47163,2,99,368,0
49393,f,47005,1,77,202,1
27669,m,40606,3,63,330,0
82157,f,45134,1,69,230,1
1465,m,46429,1,99,140,1
41852,f,42300,1,79,207,0
40774,f,42919,1,84,290,1
14344,f,44815,1,93,87,1
65886,m,41148,3,83,402,1
25836,m,49456,3,69,178,1
96931,m,49011,3,89,187,0
14846,m,48298,3,92,189,1
60220,m,44649,1,87,262,0
24365,f,45761,3,68,216,0
92363,m,41051,1,81,3,1
25836,m,44615,3,75,396,0
31495,f,47337,2,76,64,0
7054,m,43959,1,89,424,0
60933,m,49768,2,86,338,1
75816,f,43695,3,89,456,1
39547,m,45208,1,93,339,1
54821,f,49032,2,65,91,1
22361,m,45199,2,68,187,1
22629,f,47710,1,72,352,0
30828,f,41597,2,65,197,1
76522,m,46758,2,85,2,1
3031,m,42623,2,83,32,0
45537,f,42676,1,76,65,1
43121,f,48872,3,67,286,1
7336,f,40588,3,94,202,1
12020,f,49732,2,84,416,0
89205,f,43670,2,62,14,0
45402,f,46039,2,75,160,1
65011,m,41682,1,96,65,0
1467,f,45081,2,60,86,0
58511,f,42237,2,82,165,0
84404,m,44610,1,69,319,1
30073,f,42656,2,83,274,1
16449,m,45475,1,72,102,1
71357,f,47169,3,67,53,1
20046,f,49246,3,69,351,0
64303,m,46207,2,74,404,0
36382,f,48652,3,92,396,1
8422,m,46912,1,96,289,0
7255,m,47060,2,99,118,1
83264,m,49315,2,64,219,0
2321,m,40162,2,91,281,0
47816,f,49732,2,90,251,1
71357,m,44575,3,91,436,0
14678,f,49093,1,72,220,1
9352,m,44928,2,65,212,0
96589,f,41849,1,79,470,1
80789,m,41418,1,63,256,0
23132,m,41377,1,99,30,1
81324,f,48538,1,85,334,1
68245,f,43117,1,85,239,1
42457,f,46850,2,85,323,0
42906,f,43077,2,68,84,1
12228,f,42773,2,63,109,0
25796,m,43978,1,90,60,0
11228,m,44891,3,93,143,0
33161,m,43340,2,84,421,1
69227,m,46715,2,71,314,1
42597,m,45602,1,67,346,0
31833,m,40343,2,98,42,1
62906,m,48829,2,81,400,1
61315,f,48128,3,63,423,1
55875,m,47041,3,85,316,1
81865,m,45447,3,85,374,1
78851,f,48086,1,61,311,1
81732,m,41231,2,61,73,0
36591,m,45475,1,88,353,0
66899,m,46700,2,91,23,1
9186,f,42890,3,97,201,0
45390,f,43870,2,61,342,0
58579,f,49803,1,94,317,0
25688,f,43372,1,62,421,0
75744,f,47854,3,89,435,0
55082,m,46436,2,93,216,0
48941,f,47785,2,64,47,1
36583,m,44809,1,77,287,1
50918,m,43760,2,89,445,0
42553,f,48354,2,63,307,0
11986,f,41130,2,87,242,0
9637,m,48417,3,75,338,0
74991,f,48185,1,85,290,1
5697,m,43457,1,87,181,1
16277,m,44990,1,96,271,0
23485,f,45641,3,69,296,0
71357,f,46912,2,93,375,1
5328,f,44234,3,82,11,0
68512,m,46864,3,95,396,0
53259,m,47301,3,97,159,0
11401,m,49173,1,93,280,1
62895,f,42126,3,72,132,0
89992,m,48066,3,83,26,1
45199,m,42722,2,83,116,0
3835,m,45192,2,68,252,0
77224,f,45145,3,76,223,0
86632,f,49498,2,80,202,1
63508,m,42787,1,78,54,1
328,m,48797,1,69,340,1
18220,m,46660,1,70,452,0
28714,f,44857,1,88,319,0
13222,m,48086,2,83,375,0
72980,f,40231,3,86,297,0
35173,f,40624,2,86,81,0
32044,f,41265,3,94,142,1
90520,f,40044,1,74,326,0
34280,m,44237,1,81,472,1
20715,f,43234,2,62,124,0
46005,f,48797,2,86,33,0
62025,m,43169,2,76,344,1
60635,f,49828,2,80,202,0
7333,f,48963,2,77,212,0
87562,f,40864,3,80,155,1
81434,m,48481,3,77,133,1
37893,m,43439,3,83,16,0
84155,f,40172,1,79,297,0
14636,m,43808,1,80,94,1
31228,m,41628,3,65,143,0
48717,f,47418,1,87,449,0
13332,f,40836,1,91,39,0
32074,m,45475,1,68,77,1
27613,m,40551,3,99,6,0
73400,m,46320,1,85,286,0
35293,m,41846,2,70,462,0
51300,f,43015,1,99,424,1
79538,f,42222,3,72,272,1
24440,m,41628,1,78,398,1
72056,m,47982,1,78,252,1
19779,f,48223,1,87,326,0
52437,m,45333,3,95,351,1
62895,m,42910,2,74,443,1
46131,m,40268,2,84,159,0
18050,m,45447,2,71,286,1
68512,m,41299,1,83,128,1
82896,m,44437,2,98,406,0
4284,f,48243,1,78,346,0
11460,m,40748,2,82,95,0
75512,m,41264,2,73,422,1
54775,f,49910,2,71,447,0
93197,f,49875,3,89,132,0
83615,m,40406,1,96,447,0
24054,f,40267,1,78,379,1
57287,m,47349,1,81,354,1
25441,m,40931,1,84,25,1
49000,f,42459,1,99,339,0
37997,f,40650,3,89,435,1
25059,f,45344,1,62,334,1
15073,f,47512,2,68,202,1
19779,f,40247,3,85,102,0
68272,m,41873,2,91,351,1
96577,f,44235,3,79,201,0
8544,m,48390,1,81,314,0
56358,f,43339,1,73,321,1
5231,m,49985,2,78,239,1
21270,f,48289,1,89,31,0
41697,m,45602,2,79,45,0
65374,f,43589,1,69,4,0
70648,m,41478,1,63,67,0
6308,m,48193,2,93,239,0
45690,f,42676,2,91,212,0
93197,f,43695,3,77,364,0
98513,f,49486,2,89,184,1
62202,m,46605,1,65,205,0
2313,m,43981,2,89,151,0
10582,m,40748,2,76,26,1
16759,f,44313,1,76,273,0
33152,m,42542,3,67,92,1
19934,f,47060,3,99,109,0
77014,m,48078,2,99,141,1
93915,f,42271,2,80,445,0
42687,m,48089,2,66,400,0
36270,f,42366,3,94,53,0
29033,m,45787,3,73,162,1
23257,f,44535,2,62,443,1
32151,m,40893,1,94,325,1
65085,m,44033,1,90,232,0
48519,f,44135,3,68,189,0
35589,m,46222,2,90,294,0
78968,m,45942,2,65,39,1
24110,m,49828,2,71,96,1
83622,m,49184,2,89,332,0
99516,m,40165,1,75,367,0
79339,f,49205,1,98,211,1
71558,m,42232,2,89,446,0
74135,f,41171,3,84,299,0
23485,f,47271,2,94,4,1
34855,m,46175,3,86,79,0
30753,m,44610,2,91,154,0
12908,f,41988,1,92,170,0
26945,m,48487,2,99,189,0
45307,f,45212,3,62,456,0
20133,f,41219,2,72,259,0
38283,m,47989,1,67,50,0
20133,f,47437,1,87,280,0
73400,m,43504,3,71,22,0
35337,f,42702,2,97,400,1
21156,m,43704,1,84,336,1
58166,f,44815,3,86,167,0
38653,m,45168,3,72,297,0
41664,f,41682,2,99,202,0
74207,f,45381,2,79,346,0
12127,f,45138,3,85,121,1
88059,m,44955,3,69,207,0
96392,f,46798,1,68,327,1
45973,f,47785,3,85,401,1
16919,m,43789,2,89,327,0
25689,f,41247,2,71,434,0
32074,f,46082,2,91,33,1
2410,m,46912,1,67,140,1
83145,m,44673,2,60,233,0
66780,f,41172,3,95,326,0
29786,f,40143,1,68,229,0
22472,m,47649,1,87,374,0
39547,f,43682,3,95,60,0
20626,m,43510,2,89,180,1
33592,m,44166,2,64,220,1
63090,m,40721,3,75,66,1
60635,m,44040,3,87,406,1
5997,f,42565,1,75,156,1
41632,m,47083,1,83,120,1
72980,f,40338,2,83,221,0
95695,m,42743,1,72,99,0
20594,f,49093,1,85,263,0
81139,f,44133,2,99,213,1
10599,f,44184,2,74,326,0
45045,f,41264,3,69,58,1
98720,m,49451,2,92,366,1
95740,f,48688,1,66,433,0
51509,m,49876,1,61,203,0
97240,m,49041,2,85,248,0
36413,f,46207,2,85,463,1
18681,m,46936,2,83,312,1
18607,m,42531,3,62,430,0
6393,m,43704,3,91,417,1
64873,f,40059,3,69,83,0
71185,m,41380,2,74,425,1
10599,m,45516,3,67,318,0
55657,m,47737,1,92,108,0
8528,f,47887,2,95,71,0
24171,m,44085,2,65,406,0
84612,f,49640,1,87,84,1
54484,f,47850,2,60,453,0
15527,f,48422,1,61,397,1
11071,m,49910,3,64,122,0
4675,m,45352,1,91,435,1
54564,m,40343,2,71,151,1
11228,m,45199,2,65,126,0
26638,f,45475,2,92,372,1
79359,m,41419,3,92,400,1
10467,f,45856,3,85,36,0
12228,f,48922,2,79,25,1
23004,m,49269,1,64,428,0
36670,m,46780,2,65,76,1
10794,f,47094,3,89,145,1
24110,m,43056,1,95,192,1
40385,f,49910,3,88,446,0
5044,m,42156,1,88,16,1
48541,f,42116,1,97,345,0
81671,f,43942,3,74,118,1
27025,f,44414,3,73,100,1
61692,f,43530,1,98,161,0
73905,f,45856,1,97,243,0
44141,m,44944,3,93,65,0
68851,m,49249,1,88,80,1
97304,m,42160,2,66,441,1
14636,f,45447,2,77,1,1
31228,m,40048,3,77,143,0
73416,f,45519,1,87,452,1
12127,f,49648,3,61,446,0
1524,m,45278,3,99,164,1
77224,m,48858,1,63,121,1
55610,m,48062,3,69,324,0
38072,m,43618,1,89,364,0
56278,f,42338,2,72,421,0
1376,m,45403,2,61,348,0
24967,f,44098,2,86,137,0
36869,f,47117,1,89,346,0
2630,m,44974,2,84,323,1
4237,m,45335,3,91,234,0
94466,m,46783,1,63,188,1
15220,f,49479,2,96,263,1
98463,f,42300,3,84,243,1
11051,m,43978,1,65,67,0
51016,m,40451,3,84,100,0
3420,f,47773,1,79,303,1
4491,f,40247,1,62,116,0
45118,m,46108,2,67,63,1
98034,m,41231,3,72,314,0
88405,m,41726,1,62,333,0
16206,f,44946,2,88,452,1
37680,m,44826,1,66,88,0
56767,f,49926,3,89,384,1
24901,f,41962,1,80,87,0
45112,m,40790,2,83,184,0
47701,m,45381,2,75,462,1
86816,m,45867,2,89,163,1
42906,m,42043,1,73,329,1
5395,m,41419,1,70,133,0
28932,f,49843,3,93,156,1
16449,m,41846,2,61,120,0
62638,f,46789,3,64,469,0
95244,f,46796,2,71,259,1
43882,m,40191,1,93,382,0
2313,m,42773,1,75,22,0
37340,f,49595,3,99,160,1
2981,f,48938,3,91,128,1
87059,m,49173,2,75,382,1
11602,f,46516,3,81,401,1
50456,f,45431,2,86,255,0
19553,f,48114,3,78,167,0
80587,m,45504,2,85,361,0
81671,m,49939,1,65,102,1
62895,m,43981,1,75,422,0
68139,m,45831,3,67,249,1
31207,f,47797,3,75,340,0
13815,f,45344,3,91,239,0
6316,f,48138,2,91,449,1
32448,m,45134,2,64,51,1
36938,f,43760,2,73,280,1
67105,f,42206,1,75,111,1
62839,m,45071,1,89,264,0
46431,f,43125,3,62,136,1
28714,f,47182,2,69,87,0
37744,f,42729,3,61,110,0
5794,m,40182,1,80,259,0
78794,m,40673,1,78,389,1
19240,m,45627,1,91,263,0
328,f,43697,3,73,233,0
18960,m,44959,1,72,308,1
48717,m,44870,3,73,163,1
96969,m,45402,3,79,159,0
60473,m,43634,2,79,381,1
51108,m,42841,3,67,275,0
20567,f,44187,3,89,293,0
63508,f,44645,2,97,84,1
43665,f,40146,3,70,422,1
7730,f,40162,1,99,132,0
15220,m,48021,3,96,288,0
22370,m,48089,1,91,122,1
86921,f,41077,1,91,187,1
23590,m,44136,1,80,109,1
56248,m,42160,1,89,90,1
16865,m,46700,3,62,400,0
64161,m,47982,2,79,298,0
40437,f,42054,3,66,239,1
82121,m,49233,1,92,432,0
35349,f,48180,2,99,213,1
43665,m,42001,3,63,435,0
37744,f,45510,1,76,304,0
27007,f,47182,1,87,470,1
46992,f,43720,1,89,212,0
21688,m,45140,3,72,144,0
79132,m,43611,2,78,158,0
46967,m,44133,1,73,173,1
41697,m,47989,1,83,209,1
32151,f,46243,2,78,33,0
77224,m,48784,2,76,170,1
31403,m,49425,3,93,417,0
54560,f,41846,3,99,422,1
13222,f,42338,3,77,339,1
4401,f,42298,1,78,299,1
29603,f,45442,3,94,463,1
30476,f,47599,2,71,449,1
70648,m,42130,3,98,207,0
7698,m,47359,2,70,66,1
16292,m,44076,3,64,389,1
71558,f,43232,1,88,312,1
57711,f,44133,2,85,165,0
35552,f,47038,1,95,235,0
11071,f,42869,1,87,74,0
96577,f,41226,1,83,147,0
25116,m,42702,1,83,193,1
14296,m,40951,1,89,463,0
32448,m,44854,3,64,125,0
58723,f,40485,1,93,342,0
72535,f,46408,3,89,368,1
68947,f,48487,1,78,157,1
17835,f,44133,3,95,202,1
28321,f,48264,3,83,402,1
99997,f,42264,2,73,52,1
84399,m,40406,1,85,249,0
59858,f,46184,2,65,181,0
42401,f,47094,2,62,150,1
16919,f,40824,3,96,181,0
91173,m,44034,2,71,137,1
18371,f,40292,3,89,132,1
49924,m,40893,1,93,434,0
34173,f,43352,1,62,221,1
40677,m,48036,3,60,193,0
6393,f,48089,2,97,456,1
8952,f,42712,1,97,138,1
29033,f,41331,2,94,18,0
81870,f,41846,3,84,252,1
67317,m,49020,1,91,45,0
91917,m,49425,1,61,233,0
28005,m,45958,1,99,315,1
67769,f,47713,3,89,87,0
14678,f,41356,2,86,431,0
47701,m,43456,3,98,358,0
48941,m,42828,2,70,22,0
49443,m,41618,2,67,34,1
6393,m,48138,2,96,439,0
93481,f,48516,3,70,397,1
99299,f,41844,2,69,40,0
66177,f,41418,1,66,33,1
2883,f,49384,3,98,252,1
4634,m,49974,2,87,196,0
14348,m,42743,3,73,99,1
22582,f,41054,3,92,107,1
5306,m,40001,1,91,52,0
36382,f,46108,3,81,440,0
11013,f,41231,3,62,456,0
30908,m,46179,3,71,436,0
97304,f,45538,3,87,34,0
2828,f,44235,3,72,26,0
67106,f,40761,2,85,378,1
37447,m,49419,2,84,311,1
42808,m,43367,3,64,252,0
55041,f,47982,1,77,4,0
14794,f,40718,3,89,305,0
92516,m,49648,3,91,297,1
76165,m,46864,1,97,433,1
7532,f,44473,1,73,220,0
12230,m,42160,3,77,398,1
9759,f,45558,3,64,193,1
84155,m,43114,2,95,122,0
36527,f,42780,3,83,109,0
69833,f,40906,3,89,211,0
57164,f,45958,3,98,23,0
31207,f,40596,2,62,314,0
44442,m,49494,2,99,468,1
49443,f,44244,3,89,163,1
9756,m,43666,3,84,321,1
62202,m,48524,3,78,88,1
61683,m,47104,1,98,164,0
75975,m,42359,2,78,29,1
86612,f,45942,1,64,33,0
96668,f,42192,3,93,450,0
27613,f,47943,3,97,122,1
78768,f,41492,3,81,21,0
51283,f,49771,3,73,193,1
64303,f,49689,2,85,150,1
2634,m,41988,3,72,120,1
40774,m,40843,3,97,459,0
20960,m,48957,2,96,77,0
14480,f,43116,3,76,136,1
8124,m,43161,1,88,248,0
95695,f,42746,1,85,372,0
81139,m,42656,2,93,234,0
38654,m,48756,2,97,244,1
26638,m,49545,1,83,169,1
76529,f,43169,2,65,4,1
19046,f,42605,1,95,12,0
97443,f,48061,2,94,135,1
409,f,41478,2,87,343,1
26307,f,45310,2,90,35,0
44141,m,40431,2,99,450,0
29244,f,45333,1,75,365,1
81059,f,47205,1,80,87,1
62638,m,40172,1,85,39,1
35913,m,43808,2,77,428,1
28714,m,41172,2,62,40,1
72535,f,42116,2,95,201,1
23004,m,48963,1,99,94,1
62664,m,44151,1,67,88,1
42906,f,44034,3,99,167,1
93296,m,44633,2,90,334,1
26479,f,44034,1,87,90,1
19787,m,49689,3,87,178,0
59065,m,40721,1,90,271,0
40364,f,44854,1,62,312,0
46345,f,42160,1,86,262,1
74779,f,40761,3,73,335,1
60220,m,43212,3,71,72,1
42273,m,45510,2,65,366,0
75476,f,42430,2,75,258,1
67108,m,41299,2,88,271,1
86921,m,46830,1,89,183,1
92554,f,45333,2,94,260,1
33152,m,42604,3,65,375,0
26307,m,42729,3,72,160,1
84404,m,40204,3,65,305,1
42597,f,41583,2,75,343,1
28531,f,48297,1,83,178,1
41697,f,48668,2,86,467,1
84612,m,46850,2,68,464,0
75601,m,48223,2,64,230,1
40774,f,48688,3,95,29,1
45129,f,40596,3,67,231,0
99095,f,44297,2,75,60,0
52645,f,44107,1,91,165,0
65011,f,46108,2,79,18,1
87363,m,40360,3,65,245,1
35700,f,43745,3,83,334,0
5044,f,43704,1,62,376,0
75476,m,42425,1,85,403,0
61683,f,47188,1,85,154,1
99437,f,41726,3,63,354,0
72942,m,48461,2,68,181,0
29638,m,40721,3,68,118,1
68245,f,46265,2,66,285,0
56657,f,49494,1,61,79,0
38561,m,40267,1,97,21,0
59995,m,44333,3,96,12,0
67769,f,40951,2,65,108,0
5065,m,47349,1,78,256,1
84399,f,45344,2,64,60,1
23485,f,48417,2,62,315,0
61692,m,48289,2,82,290,0
27613,m,45144,3,87,297,1
12020,m,47736,3,72,225,0
68148,m,48957,3,86,176,1
76450,f,40792,2,93,452,1
13356,f,49878,1,93,249,1
21211,f,42237,3,95,93,1
38859,f,49349,1,84,117,1
64425,m,43846,3,65,243,1
15073,m,44473,2,91,312,0
56278,m,46108,2,69,9,0
15755,f,48262,1,98,285,1
88745,f,40187,1,90,329,1
10582,m,45761,3,78,395,1
59932,f,44633,2,80,292,0
18752,m,41331,1,97,36,1
84612,f,40856,2,67,23,1
34173,f,41597,1,95,433,1
91487,f,44414,2,63,147,1
38388,m,49595,2,82,408,1
31207,f,47854,2,63,202,0
54564,f,41782,2,69,208,1
14296,m,48664,1,73,278,1
3559,f,45447,3,96,18,0
23335,m,47094,3,78,95,0
38832,f,42687,3,89,325,1
40323,f,40044,1,70,201,0
20626,m,45406,2,71,77,0
98030,m,44237,1,77,310,1
6177,f,47332,1,81,121,1
87586,f,46482,1,83,463,1
95543,f,48524,3,80,51,0
4947,m,43890,2,90,1,0
65886,f,46765,2,98,12,0
75975,m,44107,2,91,143,1
40774,f,46864,3,63,365,0
83674,m,42131,2,60,71,1
45723,f,45510,2,62,320,1
19779,m,47737,2,88,122,1
36413,f,47713,1,88,231,1
56504,f,44356,3,71,64,1
12872,f,46108,1,75,340,1
5980,f,45370,2,89,88,1
84399,f,43796,3,68,193,0
11013,f,44473,1,68,447,1
65278,m,46082,3,60,83,0
75800,f,44437,3,91,197,1
26638,m,46265,2,80,138,1
45199,f,44891,3,80,280,0
49055,f,41782,3,65,456,1
60635,f,46765,2,62,334,1
56576,f,42729,2,63,144,1
37246,f,43704,1,90,35,1
46431,f,40343,2,67,297,1
48159,m,43243,2,87,163,1
95740,f,47255,3,66,287,0
3929,f,45170,3,82,36,0
59218,f,48428,3,72,203,1
53147,f,40824,3,73,239,1
48519,m,44313,2,83,444,0
14794,f,48398,1,95,404,0
29736,f,44653,1,92,239,0
68148,m,43374,2,86,193,0
20960,m,49119,2,61,56,1
61044,m,41249,1,89,396,1
66682,m,49020,2,93,276,1
21270,m,41625,2,76,266,1
36670,f,49828,1,88,198,1
88153,m,48294,3,83,250,0
5794,m,41352,1,62,444,1
36382,f,43510,3,65,349,0
44028,m,44673,3,79,214,1
8422,f,41762,1,61,205,1
46756,f,42554,3,68,239,0
45973,f,44857,3,72,402,0
27909,f,40229,2,75,71,1
82175,m,44791,1,72,452,0
99520,m,49119,2,68,23,1
77366,m,42729,3,83,178,1
61075,f,43094,2,65,95,0
72535,f,40231,1,73,23,0
86234,f,49998,1,83,241,1
67675,m,44133,3,60,58,0
66682,m,47094,2,60,117,1
37893,m,40337,2,82,44,1
50003,m,41648,3,60,470,0
20094,f,41601,1,93,219,0
6378,f,43530,3,72,17,1
67106,f,41727,2,79,472,0
10077,f,44011,2,97,285,1
48231,f,42656,1,91,87,0
97080,m,43286,2,90,457,1
18960,f,44237,2,65,193,0
19046,f,43585,3,64,121,1
49824,f,43808,3,66,385,1
40437,f,44627,1,94,239,1
94687,f,42565,1,99,163,0
82344,m,42851,2,87,450,0
34941,f,45135,1,79,28,1
33709,m,46307,1,99,201,0
74580,m,46179,3,74,24,1
32074,m,44457,2,83,290,0
16869,f,49249,2,65,36,0
41632,m,46765,2,62,83,1
69927,m,43694,3,81,287,0
28223,f,41959,3,73,94,0
47278,f,40748,2,69,156,1
37447,f,42459,3,81,307,1
64764,m,46754,3,62,155,0
98030,m,48659,2,60,69,1
33463,m,48414,3,79,284,1
11071,m,43833,2,96,471,0
99689,f,42342,3,72,256,1
59932,f,43114,1,82,123,1
64537,f,44336,1,65,141,1
27889,f,49768,2,73,160,1
97443,f,41707,1,96,307,0
78794,m,41331,3,95,27,0
77704,f,41408,2,66,275,1
52472,f,48193,3,97,107,0
62935,f,40229,1,76,313,0
46431,f,48395,2,60,349,1
16277,m,46268,1,61,37,1
48744,m,42793,3,70,297,0
50918,f,44206,1,84,16,1
7763,m,44737,1,85,44,0
82344,m,41895,2,79,454,1
69108,m,45262,3,77,147,1
48139,m,42910,2,72,419,0
96969,f,41579,3,85,443,1
17447,f,44815,2,89,173,0
86912,m,48756,3,97,330,1
97991,f,40518,1,86,469,0
16759,m,42809,3,75,297,0
30973,f,47799,2,65,390,1
74207,m,44672,3,72,382,1
48065,m,47130,1,82,229,0
76256,m,44564,1,80,24,1
31579,f,41628,1,91,290,0
25670,f,49964,3,71,60,0
71874,f,44135,1,69,417,0
11401,f,40292,2,82,13,1
60343,f,44394,1,92,184,0
75585,f,45071,1,93,125,1
52294,m,42831,3,85,272,1
51577,m,40900,1,95,95,0
34623,f,45787,3,96,64,0
20094,m,40641,2,90,40,1
5275,m,41123,3,91,401,0
98513,f,40165,1,64,81,1
61522,m,48298,3,74,138,1
29212,f,46864,3,84,272,0
74779,m,48193,2,75,271,1
2172,m,45123,1,94,275,1
46756,f,45328,3,78,222,1
17084,m,48362,3,88,159,1
22629,f,48523,3,79,323,1
52922,m,41410,1,83,227,1
57711,f,44337,1,73,69,1
31495,f,45161,1,85,391,1
7763,f,43764,3,65,225,1
30973,m,49290,2,73,92,0
93147,f,41473,1,62,48,1
57287,f,49657,3,90,6,1
86444,f,49609,2,88,351,1
18606,f,45841,2,99,134,0
30871,f,42610,2,62,372,1
79865,f,47255,2,83,233,0
92860,m,42746,1,75,362,0
36869,m,44573,1,80,11,1
32495,m,48317,3,87,58,0
2192,m,46268,3,98,473,0
67675,f,44107,1,90,52,0
30073,f,42316,3,69,30,0
92554,f,43585,1,67,52,0
15643,m,40338,3,67,115,0
531,f,47038,3,68,28,1
88059,f,48556,2,95,334,0
17566,m,47411,3,75,283,0
26254,m,40518,3,93,279,1
27889,f,40002,1,99,100,1
1649,f,49138,2,79,317,0
57287,m,45678,3,83,231,1
57164,f,49771,3,86,297,1
2981,f,47736,2,80,335,0
99516,m,45476,2,89,457,1
71874,f,45116,2,71,467,1
26561,f,42746,2,83,459,0
97195,f,49964,3,69,364,0
20046,f,47824,3,63,145,0
38561,m,44062,2,93,205,1
69213,f,44341,2,61,318,1
64873,m,40378,3,64,364,0
19555,m,46007,2,81,264,0
53410,m,48128,1,89,316,1
81865,f,40343,3,81,318,0
19553,f,43476,1,95,51,0
47278,m,43372,3,61,94,0
1191,f,41555,1,65,272,1
85960,f,48540,1,80,304,0
35786,f,42211,3,80,102,1
36374,m,45620,2,98,239,0
62895,m,48538,1,88,91,1
43846,m,44337,2,60,258,0
47813,m,42537,2,69,110,0
30334,f,41782,2,75,275,1
99819,f,44575,3,72,294,1
94133,m,43745,1,61,319,0
29664,m,44033,3,88,241,1
1649,m,41231,2,69,97,0
5997,m,49419,1,62,167,1
47559,m,46864,2,87,389,1
88871,m,48066,2,97,362,0
12127,f,42279,1,64,160,0
21211,m,48036,2,66,262,0
99299,m,49257,2,65,36,1
77583,f,43444,3,71,169,1
91111,f,49257,2,74,364,1
96668,m,45958,2,88,124,1
49821,m,42875,3,74,92,0
84404,m,49707,3,99,122,1
79120,f,44341,2,88,141,0
14480,m,43361,3,85,452,1
83827,m,49935,2,72,20,1
72980,m,40589,2,89,68,0
74779,m,41299,3,93,157,0
7336,f,43890,1,67,76,0
15073,m,47210,3,89,288,0
12812,f,47713,3,67,45,1
48519,m,42377,3,61,271,0
32094,m,47822,1,91,468,0
2981,f,45072,2,83,151,0
84159,m,43697,2,73,163,0
78194,m,48078,1,98,325,0
71690,m,40231,3,64,249,1
30073,f,45969,3,80,22,1
26701,m,45904,1,91,368,0
74779,f,42316,1,75,342,1
32094,f,41231,1,77,13,1
20626,f,43485,1,99,394,0
26491,m,47325,1,81,319,0
409,m,42578,1,83,380,1
5922,m,42743,2,81,75,1
30797,m,48289,3,67,220,1
95740,m,45403,3,62,456,0
77277,f,40172,1,73,130,1
67108,m,43745,3,60,258,1
84793,f,46379,2,71,220,1
72535,m,49032,1,66,259,1
68770,m,47859,2,60,457,1
16865,f,48246,1,69,197,1
99819,f,41672,2,65,419,0
65011,m,43533,3,65,355,1
95293,f,49096,3,79,102,1
53259,m,49657,2,62,58,1
72535,f,42342,2,64,225,1
34596,m,48422,1,85,248,0
97110,f,42828,2,83,264,0
69227,f,40002,2,66,326,0
48139,m,48330,3,89,317,0
83264,m,48193,2,79,346,0
18960,m,45158,2,68,120,1
86444,f,42623,2,83,435,1
69676,m,42366,1,85,468,1
50330,f,40216,3,67,69,1
68488,m,45996,2,84,453,1
41967,f,44897,2,60,340,1
99516,m,40292,3,88,135,0
20960,f,46570,1,81,288,0
77583,m,40034,3,86,259,1
52922,f,41846,3,92,296,0
15523,m,40314,1,80,264,1
53147,f,43361,2,97,465,1
65886,f,44897,3,67,182,1
49555,f,48022,2,93,396,1
45973,f,40434,3,75,451,0
90117,f,43162,1,85,443,1
5980,m,47502,2,62,45,0
56810,f,47822,2,85,456,0
29736,f,42237,1,61,384,0
